sample	BioHansel subtype scheme Typhi_v1.2.0	avg_kmer_coverage	qc_status	qc_message	Corresponding Wong et al genotype for BioHansel subtype	Genotype reported in Wong et al publication for this accession ID	IF FAIL QC: Final BioHansel subtype with highest k-mer coverage in dataset (Wong et al. genotype code; coverage)	IF FAIL QC: Minor contaminant k-mer subtype in dataset causing mixed subtype QC call (Wong et al. genotype code; coverage)
ERR360478	2.3.6.3	38.471	PASS		Typhi_4.3.1	4.3.1		
ERR213285	2.3.6.3	131.693	PASS		Typhi_4.3.1	4.3.1		
ERR352671	2.3.6.3	36.957	PASS		Typhi_4.3.1	4.3.1		
ERR212661	2.3.6.3	38.485	PASS		Typhi_4.3.1	4.3.1		
ERR357659	2.3.6.3	39.853	PASS		Typhi_4.3.1	4.3.1		
ERR338141	2.3.6.3	57.394	PASS		Typhi_4.3.1	4.3.1		
ERR352284	2.3.6.3	40.353	PASS		Typhi_4.3.1	4.3.1		
ERR212666	2.3.6.3	37.69	PASS		Typhi_4.3.1	4.3.1		
ERR279175	2.3.6.3	78.296	PASS		Typhi_4.3.1	4.3.1		
ERR319423	2.3.6.3	46.779	PASS		Typhi_4.3.1	4.3.1		
ERR331368	2.3.6.3	50.268	PASS		Typhi_4.3.1	4.3.1		
ERR357661	2.3.6.3	32.957	PASS		Typhi_4.3.1	4.3.1		
ERR360818	2.3.6.3	30.368	PASS		Typhi_4.3.1	4.3.1		
ERR279165	2.3.6.3	70.026	FAIL	"FAIL: Mixed subtype; the positive and negative kmers were found for the same target site 2348902 for subtype ""2.3.6.3""."	Typhi_4.3.1	4.3.1	2.3.6.3 (4.3.1; 77X)	negative 2.3.6.3 (negative 4.3.1; 9X)
ERR319465	2.3.6.3	41.338	PASS		Typhi_4.3.1	4.3.1		
ERR279109	2.3.6.3	66.351	PASS		Typhi_4.3.1	4.3.1		
ERR360786	2.3.6.3	35.928	PASS		Typhi_4.3.1	4.3.1		
ERR352296	2.3.6.3	44.371	PASS		Typhi_4.3.1	4.3.1		
ERR349581	2.3.6.3	36.328	PASS		Typhi_4.3.1	4.3.1		
ERR422764	2.3.6.3	36.809	PASS		Typhi_4.3.1	4.3.1		
ERR352305	2.3.6.3	46.544	PASS		Typhi_4.3.1	4.3.1		
ERR279152	2.3.6.3	71.754	PASS		Typhi_4.3.1	4.3.1		
ERR338136	2.3.6.3	60.971	PASS		Typhi_4.3.1	4.3.1		
ERR343307	2.3.6.3	27.456	PASS		Typhi_4.3.1	4.3.1		
ERR349571	2.3.6.3	32.838	PASS		Typhi_4.3.1	4.3.1		
ERR352443	2.3.6.3	46.775	PASS		Typhi_4.3.1	4.3.1		
ERR349392	2.3.6.3	31.609	PASS		Typhi_4.3.1	4.3.1		
ERR352679	2.3.6.3	32.029	PASS		Typhi_4.3.1	4.3.1		
ERR360459	2.3.6.3	35.926	PASS		Typhi_4.3.1	4.3.1		
ERR1017090	2.3.6.3	30.913	PASS		Typhi_4.3.1	4.3.1		
ERR319433	2.3.6.3	41.42	PASS		Typhi_4.3.1	4.3.1		
ERR360777	2.3.6.3	36.362	PASS		Typhi_4.3.1	4.3.1		
ERR108669	2.3.6.3	44.057	PASS		Typhi_4.3.1	4.3.1		
ERR352620	2.3.6.3	37.714	PASS		Typhi_4.3.1	4.3.1		
ERR331372	2.3.6.3	45.754	PASS		Typhi_4.3.1	4.3.1		
ERR349548	2.3.6.3	35.87	PASS		Typhi_4.3.1	4.3.1		
ERR422781	2.3.6.3	32.594	PASS		Typhi_4.3.1	4.3.1		
ERR422833	2.3.6.3	37.449	PASS		Typhi_4.3.1	4.3.1		
ERR360773	2.3.6.3	31.721	PASS		Typhi_4.3.1	4.3.1		
ERR349334	2.3.6.3	31.071	PASS		Typhi_4.3.1	4.3.1		
ERR352953	2.3.6.3	38.103	PASS		Typhi_4.3.1	4.3.1		
ERR357644	2.3.6.3	39.841	PASS		Typhi_4.3.1	4.3.1		
ERR340770	2.3.6.3	115.908	PASS		Typhi_4.3.1	4.3.1		
ERR352639	2.3.6.3	39.809	PASS		Typhi_4.3.1	4.3.1		
ERR352625	2.3.6.3	33.58	PASS		Typhi_4.3.1	4.3.1		
ERR349534	2.3.6.3	34.735	PASS		Typhi_4.3.1	4.3.1		
ERR1017083	2.3.6.3	35.221	PASS		Typhi_4.3.1	4.3.1		
ERR352470	2.3.6.3	48.714	PASS		Typhi_4.3.1	4.3.1		
ERR108688	2.3.6.3	72.882	PASS		Typhi_4.3.1	4.3.1		
ERR340791	2.3.6.3	78.288	PASS		Typhi_4.3.1	4.3.1		
ERR279105	2.3.6.3	55.029	PASS		Typhi_4.3.1	4.3.1		
ERR360799	2.3.6.3	38.588	PASS		Typhi_4.3.1	4.3.1		
ERR319428	2.3.6.3	37.3	PASS		Typhi_4.3.1	4.3.1		
ERR352632	2.3.6.3	39.338	PASS		Typhi_4.3.1	4.3.1		
ERR108689	2.3.6.3	56.652	PASS		Typhi_4.3.1	4.3.1		
ERR352641	2.3.6.3	35.794	PASS		Typhi_4.3.1	4.3.1		
ERR337989	2.3.6.3	38.486	PASS		Typhi_4.3.1	4.3.1		
ERR343271	2.3.6.3	24.681	PASS		Typhi_4.3.1	4.3.1		
ERR360992	2.3.6.3	45.261	PASS		Typhi_4.3.1	4.3.1		
ERR279118	2.3.6.3	68.704	PASS		Typhi_4.3.1	4.3.1		
ERR319495	2.3.6.3	38.343	PASS		Typhi_4.3.1	4.3.1		
ERR357832	2.3.6.3	39.333	PASS		Typhi_4.3.1	4.3.1		
ERR352643	2.3.6.3	34.268	PASS		Typhi_4.3.1	4.3.1		
ERR340767	2.3.6.3	90.606	PASS		Typhi_4.3.1	4.3.1		
ERR338137	2.3.6.3	57.174	PASS		Typhi_4.3.1	4.3.1		
ERR331374	2.3.6.3	47.884	PASS		Typhi_4.3.1	4.3.1		
ERR422817	2.3.6.3	39.206	PASS		Typhi_4.3.1	4.3.1		
ERR422824	2.3.6.3	38.897	PASS		Typhi_4.3.1	4.3.1		
ERR352673	2.3.6.3	36.632	PASS		Typhi_4.3.1	4.3.1		
ERR349353	2.3.6.3	32.618	PASS		Typhi_4.3.1	4.3.1		
ERR349385	2.3.6.3	30.706	PASS		Typhi_4.3.1	4.3.1		
ERR360982	2.3.6.3	57.899	PASS		Typhi_4.3.1	4.3.1		
ERR212648	2.3.6.3	37.942	PASS		Typhi_4.3.1	4.3.1		
ERR337997	2.3.6.3	44.486	PASS		Typhi_4.3.1	4.3.1		
ERR360740	2.3.6.3	30.059	PASS		Typhi_4.3.1	4.3.1		
ERR349573	2.3.6.3	32.456	PASS		Typhi_4.3.1	4.3.1		
ERR338164	2.3.6.3	57.571	PASS		Typhi_4.3.1	4.3.1		
ERR319471	2.3.6.3	44.592	PASS		Typhi_4.3.1	4.3.1		
ERR357836	2.3.6.3	41.329	PASS		Typhi_4.3.1	4.3.1		
ERR357474	2.3.6.3	54.162	PASS		Typhi_4.3.1	4.3.1		
ERR349531	2.3.6.3	34.899	PASS		Typhi_4.3.1	4.3.1		
ERR357819	2.3.6.3	47.696	PASS		Typhi_4.3.1	4.3.1		
ERR349550	2.3.6.3	33.588	PASS		Typhi_4.3.1	4.3.1		
ERR108670	2.3.6.3	49.662	PASS		Typhi_4.3.1	4.3.1		
ERR343273	2.3.6.3	24.294	PASS		Typhi_4.3.1	4.3.1		
ERR338143	2.3.6.3	56.712	PASS		Typhi_4.3.1	4.3.1		
ERR357585	2.3.6.3	42.441	PASS		Typhi_4.3.1	4.3.1		
ERR420431	2.3.6.3	69.319	PASS		Typhi_4.3.1	4.3.1		
ERR357647	2.3.6.3	39.515	PASS		Typhi_4.3.1	4.3.1		
ERR340768	2.3.6.3	88.778	PASS		Typhi_4.3.1	4.3.1		
ERR349590	2.3.6.3	29.884	PASS		Typhi_4.3.1	4.3.1		
ERR352273	2.3.6.3	38.232	PASS		Typhi_4.3.1	4.3.1		
ERR352657	2.3.6.3	39.583	PASS		Typhi_4.3.1	4.3.1		
ERR357608	2.3.6.3	37.577	PASS		Typhi_4.3.1	4.3.1		
ERR331336	2.3.6.3	36.803	PASS		Typhi_4.3.1	4.3.1		
ERR352721	2.3.6.3	32.765	PASS		Typhi_4.3.1	4.3.1		
ERR319461	2.3.6.3	42.507	PASS		Typhi_4.3.1	4.3.1		
ERR357807	2.3.6.3	38.812	PASS		Typhi_4.3.1	4.3.1		
ERR108686	2.3.6.3	67.901	PASS		Typhi_4.3.1	4.3.1		
ERR357620	2.3.6.3	43.529	PASS		Typhi_4.3.1	4.3.1		
ERR360760	2.3.6.3	36.319	PASS		Typhi_4.3.1	4.3.1		
ERR338150	2.3.6.3	64.097	PASS		Typhi_4.3.1	4.3.1		
ERR420427	2.3.6.3	111.622	PASS		Typhi_4.3.1	4.3.1		
ERR319463	2.3.6.3	48.789	PASS		Typhi_4.3.1	4.3.1		
ERR352944	2.3.6.3	43.412	PASS		Typhi_4.3.1	4.3.1		
ERR360956	2.3.6.3	41.725	PASS		Typhi_4.3.1	4.3.1		
ERR352638	2.3.6.3	35.941	PASS		Typhi_4.3.1	4.3.1		
ERR279130	2.3.6.3	71.957	PASS		Typhi_4.3.1	4.3.1		
ERR340809	2.3.6.3	72.625	PASS		Typhi_4.3.1	4.3.1		
ERR357796	2.3.6.3	33.735	PASS		Typhi_4.3.1	4.3.1		
ERR212659	2.3.6.3	63.271	PASS		Typhi_4.3.1	4.3.1		
ERR319492	2.3.6.3	30.535	PASS		Typhi_4.3.1	4.3.1		
ERR319490	2.3.6.3	31.657	PASS		Typhi_4.3.1	4.3.1		
ERR319445	2.3.6.3	37.465	PASS		Typhi_4.3.1	4.3.1		
ERR338139	2.3.6.3	51.903	PASS		Typhi_4.3.1	4.3.1		
ERR279106	2.3.6.3	63.405	PASS		Typhi_4.3.1	4.3.1		
ERR360949	2.3.6.3	45.426	PASS		Typhi_4.3.1	4.3.1		
ERR422815	2.3.6.3	35.574	PASS		Typhi_4.3.1	4.3.1		
ERR352659	2.3.6.3	38.912	PASS		Typhi_4.3.1	4.3.1		
ERR360962	2.3.6.3	55.103	PASS		Typhi_4.3.1	4.3.1		
ERR352452	2.3.6.3	48.275	PASS		Typhi_4.3.1	4.3.1		
ERR360526	2.3.6.3	40.588	PASS		Typhi_4.3.1	4.3.1		
ERR338160	2.3.6.3	52.569	PASS		Typhi_4.3.1	4.3.1		
ERR352681	2.3.6.3	38.945	PASS		Typhi_4.3.1	4.3.1		
ERR337990	2.3.6.3	43.676	PASS		Typhi_4.3.1	4.3.1		
ERR279115	2.3.6.3	63	PASS		Typhi_4.3.1	4.3.1		
ERR357637	2.3.6.3	45.417	PASS		Typhi_4.3.1	4.3.1		
ERR349336	2.3.6.3	29.765	PASS		Typhi_4.3.1	4.3.1		
ERR360470	2.3.6.3	34.279	PASS		Typhi_4.3.1	4.3.1		
ERR360999	2.3.6.3	49.507	PASS		Typhi_4.3.1	4.3.1		
ERR422776	2.3.6.3	37.485	PASS		Typhi_4.3.1	4.3.1		
ERR422807	2.3.6.3	37.609	PASS		Typhi_4.3.1	4.3.1		
ERR108664	2.3.6.3	52.681	PASS		Typhi_4.3.1	4.3.1		
ERR352448	2.3.6.3	50.145	PASS		Typhi_4.3.1	4.3.1		
ERR279100	2.3.6.3	65	PASS		Typhi_4.3.1	4.3.1		
ERR422812	2.3.6.3	34.087	PASS		Typhi_4.3.1	4.3.1		
ERR279346	2.3.6.3	78.408	PASS		Typhi_4.3.1	4.3.1		
ERR357643	2.3.6.3	44.971	PASS		Typhi_4.3.1	4.3.1		
ERR422752	2.3.6.3	39.486	PASS		Typhi_4.3.1	4.3.1		
ERR352658	2.3.6.3	40.838	PASS		Typhi_4.3.1	4.3.1		
ERR360458	2.3.6.3	38.235	PASS		Typhi_4.3.1	4.3.1		
ERR349603	2.3.6.3	36.657	PASS		Typhi_4.3.1	4.3.1		
ERR1017068	2.3.6.3	33.926	PASS		Typhi_4.3.1	4.3.1		
ERR357619	2.3.6.3	48.074	PASS		Typhi_4.3.1	4.3.1		
ERR422780	2.3.6.3	42.676	PASS		Typhi_4.3.1	4.3.1		
ERR331293	2.3.6.3	49.657	PASS		Typhi_4.3.1	4.3.1		
ERR352621	2.3.6.3	38.779	PASS		Typhi_4.3.1	4.3.1		
ERR352951	2.3.6.3	42.203	PASS		Typhi_4.3.1	4.3.1		
ERR338157	2.3.6.3	47.565	PASS		Typhi_4.3.1	4.3.1		
ERR360829	2.3.6.3	31.529	PASS		Typhi_4.3.1	4.3.1		
ERR357782	2.3.6.3	41.304	PASS		Typhi_4.3.1	4.3.1		
ERR279155	2.3.6.3	70.597	PASS		Typhi_4.3.1	4.3.1		
ERR357453	2.3.6.3	46.614	PASS		Typhi_4.3.1	4.3.1		
ERR352279	2.3.6.3	35.129	PASS		Typhi_4.3.1	4.3.1		
ERR319422	2.3.6.3	47.985	PASS		Typhi_4.3.1	4.3.1		
ERR279160	2.3.6.3	77.403	PASS		Typhi_4.3.1	4.3.1		
ERR360950	2.3.6.3	42.362	PASS		Typhi_4.3.1	4.3.1		
ERR338145	2.3.6.3	56.686	PASS		Typhi_4.3.1	4.3.1		
ERR352608	2.3.6.3	34.647	PASS		Typhi_4.3.1	4.3.1		
ERR360983	2.3.6.3	55.155	PASS		Typhi_4.3.1	4.3.1		
ERR352709	2.3.6.3	30.435	PASS		Typhi_4.3.1	4.3.1		
ERR331207	2.3.6.3	58.819	PASS		Typhi_4.3.1	4.3.1		
ERR319450	2.3.6.3	41.794	PASS		Typhi_4.3.1	4.3.1		
ERR349558	2.3.6.3	33.309	PASS		Typhi_4.3.1	4.3.1		
ERR360480	2.3.6.3	37.618	PASS		Typhi_4.3.1	4.3.1		
ERR360968	2.3.6.3	52.486	PASS		Typhi_4.3.1	4.3.1		
ERR349592	2.3.6.3	33.647	PASS		Typhi_4.3.1	4.3.1		
ERR349403	2.3.6.3	29.294	PASS		Typhi_4.3.1	4.3.1		
ERR279345	2.3.6.3	86.944	PASS		Typhi_4.3.1	4.3.1		
ERR352954	2.3.6.3	42.456	PASS		Typhi_4.3.1	4.3.1		
ERR319404	2.3.6.3	41.638	PASS		Typhi_4.3.1	4.3.1		
ERR349528	2.3.6.3	36.783	PASS		Typhi_4.3.1	4.3.1		
ERR357626	2.3.6.3	39.557	PASS		Typhi_4.3.1	4.3.1		
ERR1017089	2.3.6.3	30.118	PASS		Typhi_4.3.1	4.3.1		
ERR319474	2.3.6.3	34.557	PASS		Typhi_4.3.1	4.3.1		
ERR349595	2.3.6.3	32.145	PASS		Typhi_4.3.1	4.3.1		
ERR338135	2.3.6.3	56.684	PASS		Typhi_4.3.1	4.3.1		
ERR279142	2.3.6.3	59.899	PASS		Typhi_4.3.1	4.3.1		
ERR360832	2.3.6.3	31.87	PASS		Typhi_4.3.1	4.3.1		
ERR212665	2.3.6.3	60.435	PASS		Typhi_4.3.1	4.3.1		
ERR319415	2.3.6.3	40.662	PASS		Typhi_4.3.1	4.3.1		
ERR338149	2.3.6.3	61.833	PASS		Typhi_4.3.1	4.3.1		
ERR279166	2.3.6.3	72.31	PASS		Typhi_4.3.1	4.3.1		
ERR349541	2.3.6.3	33.623	PASS		Typhi_4.3.1	4.3.1		
ERR360805	2.3.6.3	32.147	PASS		Typhi_4.3.1	4.3.1		
ERR340772	2.3.6.3	92.099	PASS		Typhi_4.3.1	4.3.1		
ERR352646	2.3.6.3	38.014	PASS		Typhi_4.3.1	4.3.1		
ERR340807	2.3.6.3	90.111	PASS		Typhi_4.3.1	4.3.1		
ERR360830	2.3.6.3	34.662	PASS		Typhi_4.3.1	4.3.1		
ERR108658	2.3.6.3	39.957	PASS		Typhi_4.3.1	4.3.1		
ERR360955	2.3.6.3	66.232	PASS		Typhi_4.3.1	4.3.1		
ERR343322	2.3.6.3	23.956	PASS		Typhi_4.3.1	4.3.1		
ERR319451	2.3.6.3	32.671	PASS		Typhi_4.3.1	4.3.1		
ERR357621	2.3.6.3	41.706	PASS		Typhi_4.3.1	4.3.1		
ERR349350	2.3.6.3	26.101	PASS		Typhi_4.3.1	4.3.1		
ERR279174	2.3.6.3	76.319	PASS		Typhi_4.3.1	4.3.1		
ERR108654	2.3.6.3	29.559	PASS		Typhi_4.3.1	4.3.1		
ERR357590	2.3.6.3	48.884	PASS		Typhi_4.3.1	4.3.1		
ERR319452	2.3.6.3	36.254	PASS		Typhi_4.3.1	4.3.1		
ERR1017045	2.3.6.3	33.841	PASS		Typhi_4.3.1	4.3.1		
ERR360776	2.3.6.3	53.294	PASS		Typhi_4.3.1	4.3.1		
ERR349523	2.3.6.3	36.232	PASS		Typhi_4.3.1	4.3.1		
ERR360991	2.3.6.3	52.771	PASS		Typhi_4.3.1	4.3.1		
ERR108663	2.3.6.3	45.333	PASS		Typhi_4.3.1	4.3.1		
ERR420425	2.3.6.3	81.38	PASS		Typhi_4.3.1	4.3.1		
ERR357786	2.3.6.3	42.667	PASS		Typhi_4.3.1	4.3.1		
ERR352336	2.3.6.3	46.014	PASS		Typhi_4.3.1	4.3.1		
ERR319411	2.3.6.3	39.382	PASS		Typhi_4.3.1	4.3.1		
ERR352606	2.3.6.3	36.824	PASS		Typhi_4.3.1	4.3.1		
ERR319410	2.3.6.3	44.357	PASS		Typhi_4.3.1	4.3.1		
ERR1017077	2.3.6.3	37.058	PASS		Typhi_4.3.1	4.3.1		
ERR349349	2.3.6.3	31.855	PASS		Typhi_4.3.1	4.3.1		
ERR422805	2.3.6.3	37.765	PASS		Typhi_4.3.1	4.3.1		
ERR420430	2.3.6.3	60.472	PASS		Typhi_4.3.1	4.3.1		
ERR319429	2.3.6.3	45.574	PASS		Typhi_4.3.1	4.3.1		
ERR357793	2.3.6.3	40.912	PASS		Typhi_4.3.1	4.3.1		
ERR352294	2.3.6.3	37.25	PASS		Typhi_4.3.1	4.3.1		
ERR343302	2.3.6.3	26.757	PASS		Typhi_4.3.1	4.3.1		
ERR319416	2.3.6.3	49.174	PASS		Typhi_4.3.1	4.3.1		
ERR279347	2.3.6.3	80.145	PASS		Typhi_4.3.1	4.3.1		
ERR349332	2.3.6.3	32.667	PASS		Typhi_4.3.1	4.3.1		
ERR360782	2.3.6.3	30.324	PASS		Typhi_4.3.1	4.3.1		
ERR349331	2.3.6.3	32.275	PASS		Typhi_4.3.1	4.3.1		
ERR331290	2.3.6.3	53.444	PASS		Typhi_4.3.1	4.3.1		
ERR360755	2.3.6.3	35.729	PASS		Typhi_4.3.1	4.3.1		
ERR420432	2.3.6.3	61.904	PASS		Typhi_4.3.1	4.3.1		
ERR279158	2.3.6.3	86.694	PASS		Typhi_4.3.1	4.3.1		
ERR1017069	2.3.6.3	35.926	PASS		Typhi_4.3.1	4.3.1		
ERR422826	2.3.6.3	36.485	PASS		Typhi_4.3.1	4.3.1		
ERR422800	2.3.6.3	40.5	PASS		Typhi_4.3.1	4.3.1		
ERR340766	2.3.6.3	85.569	PASS		Typhi_4.3.1	4.3.1		
ERR352946	2.3.6.3	41.551	PASS		Typhi_4.3.1	4.3.1		
ERR331369	2.3.6.3	46.681	PASS		Typhi_4.3.1	4.3.1		
ERR279123	2.3.6.3	68.662	PASS		Typhi_4.3.1	4.3.1		
ERR349553	2.3.6.3	37.275	PASS		Typhi_4.3.1	4.3.1		
ERR352611	2.3.6.3	33.294	PASS		Typhi_4.3.1	4.3.1		
ERR349536	2.3.6.3	36.176	PASS		Typhi_4.3.1	4.3.1		
ERR352270	2.3.6.3	37.129	PASS		Typhi_4.3.1	4.3.1		
ERR1017074	2.3.6.3	36.565	PASS		Typhi_4.3.1	4.3.1		
ERR319409	2.3.6.3	41	PASS		Typhi_4.3.1	4.3.1		
ERR337978	2.3.6.3	50.845	PASS		Typhi_4.3.1	4.3.1		
ERR352468	2.3.6.3	51.681	PASS		Typhi_4.3.1	4.3.1		
ERR349568	2.3.6.3	33.412	PASS		Typhi_4.3.1	4.3.1		
ERR357822	2.3.6.3	44.574	PASS		Typhi_4.3.1	4.3.1		
ERR360693	2.3.6.3	37.206	PASS		Typhi_4.3.1	4.3.1		
ERR331295	2.3.6.3	46	PASS		Typhi_4.3.1	4.3.1		
ERR360510	2.3.6.3	37.176	PASS		Typhi_4.3.1	4.3.1		
ERR349354	2.3.6.3	31.71	PASS		Typhi_4.3.1	4.3.1		
ERR422801	2.3.6.3	37.464	PASS		Typhi_4.3.1	4.3.1		
ERR352943	2.3.6.3	37.609	PASS		Typhi_4.3.1	4.3.1		
ERR352507	2.3.6.3	42.391	PASS		Typhi_4.3.1	4.3.1		
ERR108693	2.3.6.3	98.743	PASS		Typhi_4.3.1	4.3.1		
ERR319482	2.3.6.3	43.643	PASS		Typhi_4.3.1	4.3.1		
ERR420421	2.3.6.3	54.514	PASS		Typhi_4.3.1	4.3.1		
ERR279131	2.3.6.3	56.735	PASS		Typhi_4.3.1	4.3.1		
ERR349372	2.3.6.3	30.771	PASS		Typhi_4.3.1	4.3.1		
ERR352464	2.3.6.3	38.493	PASS		Typhi_4.3.1	4.3.1		
ERR279125	2.3.6.3	72.89	PASS		Typhi_4.3.1	4.3.1		
ERR338002	2.3.6.3	49.913	PASS		Typhi_4.3.1	4.3.1		
ERR357783	2.3.6.3	40.662	PASS		Typhi_4.3.1	4.3.1		
ERR319472	2.3.6.3	43.574	PASS		Typhi_4.3.1	4.3.1		
ERR279153	2.3.6.3	64.519	FAIL	"FAIL: Mixed subtype; the positive and negative kmers were found for the same target site 2348902 for subtype ""2.3.6.3""."	Typhi_4.3.1	4.3.1	2.3.6.3 (4.3.1; 54X)	negative 2.3.6.3 (negative 4.3.1; 9X)
ERR349601	2.3.6.3	31.544	PASS		Typhi_4.3.1	4.3.1		
ERR360971	2.3.6.3	55.225	PASS		Typhi_4.3.1	4.3.1		
ERR360457	2.3.6.3	37.75	PASS		Typhi_4.3.1	4.3.1		
ERR349524	2.3.6.3	34.362	PASS		Typhi_4.3.1	4.3.1		
ERR349570	2.3.6.3	34.544	PASS		Typhi_4.3.1	4.3.1		
ERR352506	2.3.6.3	42.435	PASS		Typhi_4.3.1	4.3.1		
ERR1017040	2.3.6.3	35.449	PASS		Typhi_4.3.1	4.3.1		
ERR338151	2.3.6.3	65.7	PASS		Typhi_4.3.1	4.3.1		
ERR357583	2.3.6.3	49.623	PASS		Typhi_4.3.1	4.3.1		
ERR319447	2.3.6.3	31.971	PASS		Typhi_4.3.1	4.3.1		
ERR340773	2.3.6.3	92.507	PASS		Typhi_4.3.1	4.3.1		
ERR357618	2.3.6.3	45.754	PASS		Typhi_4.3.1	4.3.1		
ERR338152	2.3.6.3	64.169	PASS		Typhi_4.3.1	4.3.1		
ERR360806	2.3.6.3	32.559	PASS		Typhi_4.3.1	4.3.1		
ERR352281	2.3.6.3	50.522	PASS		Typhi_4.3.1	4.3.1		
ERR279149	2.3.6.3	70.915	PASS		Typhi_4.3.1	4.3.1		
ERR331346	2.3.6.3	44.406	PASS		Typhi_4.3.1	4.3.1		
ERR338023	2.3.6.3	47.847	PASS		Typhi_4.3.1	4.3.1		
ERR357576	2.3.6.3	47.915	PASS		Typhi_4.3.1	4.3.1		
ERR357628	2.3.6.3	41.304	PASS		Typhi_4.3.1	4.3.1		
ERR331296	2.3.6.3	53.903	PASS		Typhi_4.3.1	4.3.1		
ERR360772	2.3.6.3	33.507	PASS		Typhi_4.3.1	4.3.1		
ERR331384	2.3.6.3	46.571	PASS		Typhi_4.3.1	4.3.1		
ERR349388	2.3.6.3	32.812	PASS		Typhi_4.3.1	4.3.1		
ERR319477	2.3.6.3	40.71	PASS		Typhi_4.3.1	4.3.1		
ERR319457	2.3.6.3	36.071	PASS		Typhi_4.3.1	4.3.1		
ERR319437	2.3.6.3	53.265	PASS		Typhi_4.3.1	4.3.1		
ERR360738	2.3.6.3	30.721	PASS		Typhi_4.3.1	4.3.1		
ERR331205	2.3.6.3	54.571	PASS		Typhi_4.3.1	4.3.1		
ERR331330	2.3.6.3	38.452	PASS		Typhi_4.3.1	4.3.1		
ERR422818	2.3.6.3	40.029	PASS		Typhi_4.3.1	4.3.1		
ERR357764	2.3.6.3	42.912	PASS		Typhi_4.3.1	4.3.1		
ERR357765	2.3.6.3	40.426	PASS		Typhi_4.3.1	4.3.1		
ERR319446	2.3.6.3	41.357	PASS		Typhi_4.3.1	4.3.1		
ERR212639	2.3.6.3	52.696	PASS		Typhi_4.3.1	4.3.1		
ERR319412	2.3.6.3	41.814	PASS		Typhi_4.3.1	4.3.1		
ERR1017075	2.3.6.3	26.176	PASS		Typhi_4.3.1	4.3.1		
ERR319481	2.3.6.3	47.174	PASS		Typhi_4.3.1	4.3.1		
ERR352614	2.3.6.3	36.971	PASS		Typhi_4.3.1	4.3.1		
ERR357833	2.3.6.3	40.087	PASS		Typhi_4.3.1	4.3.1		
ERR357769	2.3.6.3	38.147	PASS		Typhi_4.3.1	4.3.1		
ERR352615	2.3.6.3	35.696	PASS		Typhi_4.3.1	4.3.1		
ERR349367	2.3.6.3	29.206	PASS		Typhi_4.3.1	4.3.1		
ERR357476	2.3.6.3	44.721	PASS		Typhi_4.3.1	4.3.1		
ERR279163	2.3.6.3	80.043	PASS		Typhi_4.3.1	4.3.1		
ERR357773	2.3.6.3	40.13	PASS		Typhi_4.3.1	4.3.1		
ERR360891	2.3.6.3	54.103	PASS		Typhi_4.3.1	4.3.1		
ERR352474	2.3.6.3	45.986	PASS		Typhi_4.3.1	4.3.1		
ERR360816	2.3.6.3	34.632	PASS		Typhi_4.3.1	4.3.1		
ERR331385	2.3.6.3	40.2	PASS		Typhi_4.3.1	4.3.1		
ERR352455	2.3.6.3	47.257	PASS		Typhi_4.3.1	4.3.1		
ERR357588	2.3.6.3	44.338	PASS		Typhi_4.3.1	4.3.1		
ERR352498	2.3.6.3	49.783	PASS		Typhi_4.3.1	4.3.1		
ERR352505	2.3.6.3	42.157	PASS		Typhi_4.3.1	4.3.1		
ERR360801	2.3.6.3	32.618	PASS		Typhi_4.3.1	4.3.1		
ERR319488	2.3.6.3	41.884	PASS		Typhi_4.3.1	4.3.1		
ERR360828	2.3.6.3	31.559	PASS		Typhi_4.3.1	4.3.1		
ERR279168	2.3.6.3	81.726	PASS		Typhi_4.3.1	4.3.1		
ERR319466	2.3.6.3	40.435	PASS		Typhi_4.3.1	4.3.1		
ERR279099	2.3.6.3	62.186	PASS		Typhi_4.3.1	4.3.1		
ERR357768	2.3.6.3	39.926	PASS		Typhi_4.3.1	4.3.1		
ERR360474	2.3.6.3	37.116	PASS		Typhi_4.3.1	4.3.1		
ERR352648	2.3.6.3	37.103	PASS		Typhi_4.3.1	4.3.1		
ERR357594	2.3.6.3	43.478	PASS		Typhi_4.3.1	4.3.1		
ERR422831	2.3.6.3	34.485	PASS		Typhi_4.3.1	4.3.1		
ERR349617	2.3.6.3	32.765	PASS		Typhi_4.3.1	4.3.1		
ERR360987	2.3.6.3	45.75	PASS		Typhi_4.3.1	4.3.1		
ERR349535	2.3.6.3	32.739	PASS		Typhi_4.3.1	4.3.1		
ERR108691	2.3.6.3	49.571	PASS		Typhi_4.3.1	4.3.1		
ERR349338	2.3.6.3	35.044	PASS		Typhi_4.3.1	4.3.1		
ERR343288	2.3.6.3	26.309	PASS		Typhi_4.3.1	4.3.1		
ERR279351	2.3.6.3	80.3	PASS		Typhi_4.3.1	4.3.1		
ERR331377	2.3.6.3	52.157	PASS		Typhi_4.3.1	4.3.1		
ERR337996	2.3.6.3	42.056	PASS		Typhi_4.3.1	4.3.1		
ERR319435	2.3.6.3	37.221	PASS		Typhi_4.3.1	4.3.1		
ERR352654	2.3.6.3	36.014	PASS		Typhi_4.3.1	4.3.1		
ERR360742	2.3.6.3	32.191	PASS		Typhi_4.3.1	4.3.1		
ERR360778	2.3.6.3	36.757	PASS		Typhi_4.3.1	4.3.1		
